Fecha,Matrícula,Intersección,Infracción,Valor en UR,Multas
2016-12-11,B 543155,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,B 543875,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-25,B 543929,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-26,B 544155,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-20,B 545013,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-25,B 545538,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-22,B 545540,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-19,B 545762,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,B 546782,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-25,B 547306,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,B 547393,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-22,B 547917,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,B 549541,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-20,B 550493,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-26,B 550769,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-25,B 551182,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-10,B 551553,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-17,B 552262,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-21,B 552411,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-14,B 552443,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-22,B 552690,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-10,B 552879,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-11,B 552879,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-11,B 552879,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-12,B 552879,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-23,B 553088,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-26,B 553112,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-22,B 553347,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-14,B 553441,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-20,B 553566,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-23,B 553985,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,B 554309,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,B 554356,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-12,B 555027,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-14,B 555067,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-23,B 555263,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-17,B 555294,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-20,B 555764,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-23,B 556102,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-14,B 556536,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-24,B 556813,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-25,B 557184,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-26,B 557541,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,B 557632,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,B 557667,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,B 557726,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-11,B 558242,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-14,B 558242,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-17,B 558378,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,B 558617,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,B 55866,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-17,B 559649,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-12,B 562027,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-10,B 562462,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-13,B 562593,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-18,B 562855,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-11,B 562867,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-20,B 563094,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-23,B 563180,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-19,B 563494,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-10,B 563886,Av. Rivera y Av. Luis Ponce,Exceso de velocidad,8,1
2016-12-19,B 564246,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,B 565281,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-11,B 565329,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-20,B 565769,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-12,B 565801,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-24,B 566211,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-23,B 566212,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-16,B 566549,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-13,B 566685,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-18,B 566755,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-19,B 566815,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-21,B 566815,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-23,B 566815,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-15,B 567235,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-17,B 567269,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-23,B 567400,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-24,B 567400,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-19,B 567515,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-10,B 568961,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-21,B 569122,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-11,B 569193,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-14,B 569228,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-22,B 569484,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-11,B 569780,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-18,B 570015,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,B 570081,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,B 570192,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,B 570192,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-18,B 570517,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-24,B 570726,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-17,B 570810,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-14,B 570877,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-12,B 571246,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-24,B 571460,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-14,B 571536,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-26,B 572582,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-19,B 572702,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-23,B 572708,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,B 572994,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-14,B 573148,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-25,B 573418,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-19,B 573425,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-19,B 573712,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,B 573774,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,B 574346,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,B 575043,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-20,B 575204,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,B 57529,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-25,B 575444,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,B 576245,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-23,B 576245,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-26,B 576245,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,B 576340,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-19,B 57637,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-23,B 576616,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,B 576788,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-25,B 576876,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-25,B 577713,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-23,B 577775,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-19,B 577894,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,B 578067,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,B 578175,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-25,B 57845,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-20,B 578844,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-11,B 578853,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-14,B 579001,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-18,B 57908,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-20,B 57922,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,B 580088,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-16,B 580553,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-24,B 58061,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-19,B 580684,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-24,B 580772,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-13,B 580897,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,B 58132,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-24,B 582933,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-14,B 583185,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-21,B 583185,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-10,B 583231,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-25,B 583284,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-23,B 583336,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-24,B 58409,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-24,B 584257,R Rep Del Peru y L A De Herrera,Exceso de velocidad,8,1
2016-12-25,B 584257,R Rep Del Peru y L A De Herrera,Exceso de velocidad,8,1
2016-12-12,B 584329,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-15,B 58465,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,B 58491,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-13,B 585936,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-16,B 586040,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-11,B 586155,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-20,B 586201,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-14,B 58657,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-12,B 58801,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-21,B 58801,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-16,B 58939,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-16,B 59077,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-19,B 59138,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-16,B 59255,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-25,B 59291,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-21,B 59423,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,B 600232,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-25,B 600592,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-14,B 600742,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-15,B 60276,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,B 701134,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-18,B 701322,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-13,B 704443,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-11,B 704913,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-20,B 704976,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-16,B 706889,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-25,B 709003,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-21,B 709165,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-22,B 710255,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-21,B 710893,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,B 710955,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-21,B 711082,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-12,B 711763,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-24,B 711819,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-26,B 711960,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-24,B 712022,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-20,B 712092,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-19,B 712715,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-22,B 712715,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-18,B 714146,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-10,B 714170,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-15,B 714253,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-21,B 802677,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-14,B 804541,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-26,B 804611,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,B 804667,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-25,B 805176,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-25,B 9069,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-13,B 9122,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-20,BAB 2266,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,BAS 1248,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-13,BAv. 327,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-23,BAW 856,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-22,BBE 715,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,BCD 477,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-21,BCN 995,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-25,BCV 101,Av. Rivera y Av. Luis Ponce,Exceso de velocidad,8,1
2016-12-20,BCW 046,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-10,BDI 014,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,BDI 479,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-21,BDI 479,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-22,BDL 062,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,BDM 919,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-20,BDN 970,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-16,BDU 710,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-19,BDV 536,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-20,BTP 1194,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-20,CAA 4180,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-19,CAA 5860,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-12,CAA4374,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-23,CAB 1038,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-26,CAB 1078,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-26,CAB 1466,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,CAB 2227,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-21,CAG 050,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-13,CCA 6213,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-21,CCA 6962,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-26,CCA 8355,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-13,CCA 8803,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-13,CCA 9131,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-21,CCB 3656,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-11,CCB 9219,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-16,CCB 9441,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-18,CCB 9592,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,CCB6808,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-14,CCX 111,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-17,CDU 755,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-22,CLG 243,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-20,CPV 988,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-14,CSJ 077,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-24,CTI 1161,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-17,DAA 4719,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-11,DAA 6526,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-15,DAA 7756,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-24,DAA 7896,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-12,DAA 9933,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-19,DAB 0860,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-12,DAB 2200,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-25,DAB 3001,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,DAB 3010,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-20,DAB 3037,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-24,DAB 3037,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-26,DCC 0672,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,DRI 379,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-15,DSF 430,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-16,DTP 0633,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,DYZ 099,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-25,EAM 0035,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-24,EAv. 200,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-14,EBB 113,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-14,EBB 113,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-12,EMA 2872,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-13,EMA 2872,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-14,EMA 9572,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-15,EMA 9572,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-22,EMA 9959,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-12,EMB 1041,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-19,EMB 2069,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-21,EMB 2880,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-22,EMB 5603,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-14,ENA 0123,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-24,ENA 8232,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-21,ERB 3102,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-23,ERB 3102,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-14,ESB 7092,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-23,ETU 0436,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,ETU 0464,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-20,ETU 5114,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,ETX 0226,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-22,EXF 700,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-11,FAF 148,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-11,FBI 636,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,FFO 963,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-21,FNP 247,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-22,FRA 4815,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-24,FRA 5026,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,FRB 1593,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-23,FRB 2058,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-24,FRB 2202,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-14,FRB 8099,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-19,FRB 8870,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-19,FRB2618,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-23,FRB9401,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-16,FRC 1459,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,FRD 3864,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-17,FSD 765,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-11,FTC 1191,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-14,FTC 1204,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,FTC 1204,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,FWP736,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-13,FXR 173,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-20,FXS 1504,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-22,GAA 4853,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-11,GAA 8637,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-13,GAB 2720,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-17,GAB 3104,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,GAB 3680,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-22,GAB 4193,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-21,GBA 1498,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,GBA 3664,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-10,GBA 4839,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-15,GBA4203,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-25,GCA 1427,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-22,GDH 132,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
