Fecha,Matrícula,Intersección,Infracción,Valor en UR,Multas
2016-12-23,LHA 6536,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-22,LHA 7683,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-10,LHA 7834,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,LHA1560,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-25,LKA 1716,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-12,LLS 186,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-13,LLV 429,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-14,LMA 1991,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,LMA 1991,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,LMA 2668,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,LMC 246,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-12,LNQ 738,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-12,LPA 1433,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-17,LPA 1439,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-20,LPP 334,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-17,LQA 1431,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,LQA 1503,Av. Gral Flores y D. Aramburu,Cruzar o girar con luz roja,5,1
2016-12-14,LQA 1515,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,LQA 1547,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-23,LQA 1547,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-15,LTP 4542,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,LTP 5262,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,LTP 6246,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-21,LTT 326,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-10,LTU 1042,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-12,LZY 914,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,MAA 1366,Av. Rivera y Av. Luis Ponce,Exceso de velocidad,8,1
2016-12-22,MAA 3105,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-12,MAA 3394,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-25,MAA 3454,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,MAA 5389,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,MAA 5396,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-20,MAA 6044,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,MAA 6044,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,MAA 7125,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-22,MAB 3227,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,MAB 3262,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-19,MAB 4188,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-20,MAB 4988,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-21,MAB 5617,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-22,MAB 6294,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-10,MAB 6667,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-19,MAB 6685,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-24,MAB 7110,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-16,MAB 8164,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-17,MAB 8164,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-20,MAB 8616,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-18,MAB 9026,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,MAB1315,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-15,MAC 2226,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,MAC 3998,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-22,MAC 4981,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,MAC 6497,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,MAC 7055,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-22,MAC 7516,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-24,MAC 9760,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-21,MAD 1268,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-10,MAD 2413,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,MAD 323,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,MAD 3794,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-14,MAD 4190,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,MAD 4997,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-18,MAD 6749,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,MAD 7727,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-11,MAD 8559,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-25,MAD 8966,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-13,MAD 9950,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-18,MAD3623,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-19,MAE 1019,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,MAE 1334,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-20,MAE 1487,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-15,MAE 1738,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-23,MAE 1738,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-24,MAE 1930,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-21,MAE 3510,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-26,MAE 3671,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-26,MAE 4577,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,MAE 5349,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,MAE 5997,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-13,MAE 6112,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-14,MAE 6112,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-25,MAE 6254,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-22,MAE 8051,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,MAE 8403,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,MAE 8790,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-18,MAE 9067,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-19,MAE4845,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-17,MAF 1811,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-20,MAF 1864,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-26,MAF 2774,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-11,MAF 3505,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-19,MAF 3686,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,MAF 3886,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-23,MAF 3951,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-23,MAF 4530,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-20,MAF 4577,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-14,MAF 5410,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,MAF 5704,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-13,MAF 6029,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,MAF 6573,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-19,MAF 6610,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-22,MAF 6992,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,MAF 7016,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-25,MAF 7690,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-11,MAF 7723,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,MAF 7724,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-22,MAF 7786,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-19,MAF 8284,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-10,MAF 8344,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-10,MAF 8344,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,MAF 8411,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-20,MAF 8720,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-21,MAF 8818,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-17,MAF6424,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-25,MAG 1560,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-26,MAG 1659,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-14,MAG 1743,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,MAG 1833,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-18,MAG 2198,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-11,MAG 2444,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-23,MAG 2538,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-19,MAG 2582,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-26,MAG 2601,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-25,MAG 3308,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-25,MAG 3502,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-23,MAG 3504,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-13,MAG 3530,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,MAG 3588,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-25,MAG 3723,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-26,MAG 4394,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,MAG 4982,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-17,MAG 5397,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-17,MAG 5398,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-21,MAG 5922,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-18,MAG 5965,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,MAG3573,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-22,MAL 1134,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-25,MAL 1219,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-26,MAL 1261,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-22,MAL 1288,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-23,MAL 1308,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-10,MAL 1311,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-18,MAL 1315,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-12,MAL 1403,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-23,MAL1308,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-17,MAL1343,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-18,MAL1473,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-12,MAO 840,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-13,MAO 840,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-14,MAY 661,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,MAY 661,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-16,MBB 793,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,MBH 485,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-20,MBH 776,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-17,MBI 058,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-15,MBL 897,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-12,MBM 165,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-22,MBM 165,Av. Italia y Francisco Simón,Exceso de velocidad,8,1
2016-12-12,MBN 597,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-14,MBP 181,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-10,MBS 929,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-19,MBW 977,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-21,MBX 840,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,MBY 216,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,MBY 216,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-16,MBZ 116,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-13,MCB 2145,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-11,MCB 2780,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-21,MCB 3238,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-18,MEO 631,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-14,MIZ 929,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-11,MJK 904,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-11,MJK 904,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-18,MKP 907,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-19,MKU 080,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,MLA 8717,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-12,MMJ 017,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-15,MOG 796,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-10,MPI 661,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-14,MTC 1139,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-18,MTC 1158,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-11,MTC 1220,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,MTC 1372,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,MTP 3293,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-14,MTP 3942,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,MTP 3942,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-20,MTX 1158,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-18,MXZ 940,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-18,MXZ 940,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-14,MYS 293,R Rep Argentina y Carlos M Morales,Exceso de velocidad,8,1
2016-12-21,NAA 1695,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-10,NAD 9796,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-19,NAE 5211,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-24,NAE 5664,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-10,NAE 5678,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-26,NAH 8882,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-13,NAI 9795,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-17,NAI 9801,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-19,NAJ 1809,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-23,NAM 4931,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-10,NAN 5670,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-22,NAO 6507,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-15,NAP 7126,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-10,NAP 7471,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-18,NAP 7518,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-20,NAP 7697,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-24,NAQ 8322,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-11,NAQ 8906,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-25,NAQ 8906,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,NAR 9945,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-25,NAS 1241,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-17,NAS 1733,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-17,NAS1890,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-11,NAT 2777,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-20,NAT 2854,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,NAU 3445,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-12,NAv. 4182,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,NAv. 4182,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-17,NAv. 4306,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-15,NAv. 4574,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-20,NAW 5107,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,NAW 5373,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,NAW 5373,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-25,NAW 5408,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-23,NAX 6793,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,NAX6470,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-19,NAX6997,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-18,NAY 7161,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-23,NAY 7449,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-13,NAZ 8087,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-10,NBA 1621,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-20,NCA 9076,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-23,NCB 1474,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,NCB 1776,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,NCZ 662,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-12,NDC 933,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-22,NDF 430,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-18,NEQ 631,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-11,NIE 237,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,NJB 168,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-21,NJT 327,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-21,NOF 1175,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-13,NRJ 6659,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-15,NTF4134,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-10,NTP 3221,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-19,NXO 491,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-18,NZD 544,Bv. Artigas y 21 De Setiembre,Cruzar o girar con luz roja,5,1
2016-12-11,OAA 1563,Rambla M. Gandhi y Solano Garcia,Cruzar o girar con luz roja,5,1
2016-12-18,OAA 5450,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-10,OAA 6988,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-15,OAA 8083,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-16,OAA 9592,R Rep Del Peru y L A De Herrera,Cruzar o girar con luz roja,5,1
2016-12-15,OAB 3221,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-11,OAB 3927,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-10,OAB 4501,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-13,OAB 4761,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-16,OAB 4761,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-19,OAB 5162,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,OAB 5537,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-24,OAB 5537,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-20,OAB 6073,Av. Rivera y Av. Luis Ponce,Cruzar o girar con luz roja,5,1
2016-12-21,OAB 7043,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-19,OAB 8233,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-26,OAB 8564,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-24,OAB 8833,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-19,OAB 9024,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-26,OAB 9755,Av. Italia y Mataojo,Exceso de velocidad,8,1
2016-12-14,OAB 9854,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-21,OAB 9854,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-18,OAB6365,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-17,OAC 1423,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-22,OAC 1638,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-20,OAC 2786,L A De Herrera y Av. Rivera,Cruzar o girar con luz roja,5,1
2016-12-22,OAC 2812,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-26,OAC 3138,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-19,OAC 3318,Bv. Artigas y 21 De Setiembre,Exceso de velocidad,8,1
2016-12-17,OAC 3672,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,OAC 3700,Av. Gral Flores y D. Aramburu,Exceso de velocidad,8,1
2016-12-10,OAC 3802,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-25,OAC 3804,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-12,OAC 4029,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-21,OAC 4254,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-22,OAC 4693,Rambla Ohiggins y 18 De Diciembre,Exceso de velocidad,8,1
2016-12-24,OAC 4707,Rambla M. Gandhi y Solano Garcia,Exceso de velocidad,8,1
2016-12-14,OAC 4738,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-10,OAC 5152,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-10,OAC 6225,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-14,OAC 7760,Av. Italia y Francisco Simón,Cruzar o girar con luz roja,5,1
2016-12-12,OAC 8059,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-22,OAC 8139,Av. Rivera y Maria Espinola,Exceso de velocidad,8,1
2016-12-13,OAC 9510,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-18,OAC3744,Bv. Artigas y Campisteguy,Cruzar o girar con luz roja,5,1
2016-12-19,OAC7527,R Rep Argentina y Carlos M Morales,Cruzar o girar con luz roja,5,1
2016-12-24,OBH 347,Av. Italia y Lido,Exceso de velocidad,8,1
2016-12-22,OBI 714,Bv. Artigas y Pedernal,Cruzar o girar con luz roja,5,1
2016-12-14,OBM 983,Bv. Artigas y Pedernal,Exceso de velocidad,8,1
2016-12-14,OBY 863,R Rep De Mexico y Costa Rica,Exceso de velocidad,8,1
2016-12-22,OEY 128,R Rep De Mexico y Costa Rica,Cruzar o girar con luz roja,5,1
2016-12-22,OKB 1468,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
2016-12-22,OKR 085,Av. Italia y Mataojo,Cruzar o girar con luz roja,5,1
